Id,SalePrice
1584,213011.218106
1585,135462.321321
1586,68266.8680495
1587,96945.1519225
1588,141725.907587
1589,95621.765217
1590,129287.481153
1591,86169.2217686
1592,130575.517559
1593,127025.870284
1594,125417.729817
1595,106851.065465
1596,215811.559457
1597,181022.209876
1598,240484.352759
1599,167550.257393
1600,156146.941489
1601,61558.0741651
1602,110855.843387
1603,65501.7346341
1604,281724.544566
1605,241049.012721
1606,175460.421032
1607,168487.772088
1608,214674.483178
1609,178860.193809
1610,157503.649008
1611,148270.29798
1612,179860.69143
1613,166987.545716
1614,123593.040804
1615,89887.1838252
1616,75384.1822048
1617,92775.3676455
1618,119706.452748
1619,139853.498143
1620,140380.033612
1621,145658.148618
1622,142020.883546
1623,265331.412794
1624,215797.681407
1625,115489.755083
1626,173089.619208
1627,183064.449097
1628,282397.176386
1629,186576.72121
1630,324207.019999
1631,202934.774986
1632,228936.401599
1633,185234.098023
1634,192946.746424
1635,183707.888576
1636,154911.72618
1637,196918.699996
1638,185819.418994
1639,194751.191221
1640,246307.104975
1641,185672.413608
1642,243375.555552
1643,205429.416073
1644,221320.437239
1645,202647.888372
1646,155691.577997
1647,157847.144718
1648,131246.914365
1649,136570.404244
1650,112489.670143
1651,123872.766285
1652,100509.996669
1653,102636.60715
1654,145871.400841
1655,135870.452049
1656,139491.025833
1657,147536.181026
1658,146346.163845
1659,116602.772128
1660,153619.12499
1661,425396.168175
1662,395615.210598
1663,373149.734606
1664,500674.535024
1665,315580.500843
1666,338143.755514
1667,389828.967316
1668,345305.500476
1669,324205.385448
1670,357438.806778
1671,263121.913436
1672,416276.291458
1673,284331.535171
1674,243732.107702
1675,204471.384418
1676,207371.556307
1677,228547.802099
1678,436925.3442
1679,406799.77532
1680,332590.637123
1681,266489.161657
1682,328335.744249
1683,192630.708328
1684,191746.123258
1685,183250.310372
1686,173394.481132
1687,185973.788703
1688,196175.541612
1689,199021.29701
1690,205498.040276
1691,193456.482228
1692,276908.584124
1693,186252.681648
1694,183591.471195
1695,168862.275715
1696,260253.307129
1697,176019.973524
1698,336921.310235
1699,305662.197607
1700,268002.174628
1701,286600.440942
1702,229657.526982
1703,236046.720208
1704,251235.344673
1705,236704.799538
1706,416132.779301
1707,205131.234638
1708,194142.29205
1709,232605.172809
1710,208189.553559
1711,269268.542698
1712,229964.449248
1713,270823.316087
1714,215937.247788
1715,204241.664928
1716,183638.974946
1717,182873.701463
1718,137639.096068
1719,215349.52615
1720,229507.938425
1721,175427.843998
1722,134843.238071
1723,166861.601816
1724,197852.493507
1725,234026.70487
1726,200959.493728
1727,163395.25763
1728,191960.940803
1729,168272.154193
1730,148275.395508
1731,123800.752621
1732,124131.437336
1733,111627.92596
1734,121852.077097
1735,137399.231218
1736,111088.85725
1737,308781.002426
1738,267134.453687
1739,243479.78095
1740,192027.853127
1741,181660.66042
1742,173036.664067
1743,180077.86583
1744,308559.725557
1745,226539.212437
1746,195766.698259
1747,209109.900822
1748,226311.851435
1749,149467.710988
1750,129733.889788
1751,251616.381046
1752,116976.381631
1753,152347.166018
1754,184263.056156
1755,165106.674579
1756,128072.354799
1757,114399.999273
1758,146610.235457
1759,177160.178769
1760,164393.146044
1761,149224.025874
1762,179947.962445
1763,190678.044617
1764,113205.518196
1765,183920.034262
1766,180971.928878
1767,228930.523635
1768,142063.866204
1769,171626.775961
1770,157069.893774
1771,125626.587839
1772,132884.350395
1773,127689.169086
1774,137754.475078
1775,133892.944525
1776,134205.242185
1777,106957.514621
1778,145977.560998
1779,112468.290111
1780,182673.260711
1781,129234.800898
1782,84211.5338448
1783,143851.371782
1784,108285.140959
1785,133705.487097
1786,156582.031908
1787,177724.879652
1788,67422.9118681
1789,108498.550818
1790,79453.5128418
1791,175114.058132
1792,161824.532912
1793,142722.995241
1794,164475.737262
1795,129376.407346
1796,136027.240049
1797,122589.273953
1798,122413.887617
1799,108475.384457
1800,135366.445637
1801,132166.754733
1802,151266.630226
1803,147708.712082
1804,142261.972715
1805,137135.610379
1806,127505.407237
1807,134847.463494
1808,127349.889829
1809,120506.218378
1810,137659.39361
1811,99787.4189995
1812,103154.022111
1813,122918.34017
1814,91258.0643171
1815,53501.8576972
1816,102988.525776
1817,107714.440076
1818,149232.711163
1819,124799.519374
1820,47914.860683
1821,120919.268011
1822,144511.053269
1823,41717.6852793
1824,135389.954922
1825,137134.428305
1826,96419.6656528
1827,95249.6750542
1828,131241.27896
1829,120979.233669
1830,135632.422345
1831,148318.901721
1832,72929.4272186
1833,136963.213395
1834,118555.199672
1835,124096.243983
1836,116625.421611
1837,92720.4174915
1838,125314.487333
1839,98507.3193023
1840,143140.441703
1841,130826.712086
1842,89619.9792364
1843,124488.730801
1844,146123.560858
1845,142380.70007
1846,146376.518968
1847,163526.80917
1848,51115.6538231
1849,117851.92672
1850,112329.906701
1851,144017.05534
1852,118661.640069
1853,121662.116221
1854,184679.794473
1855,171376.385462
1856,227872.99873
1857,140913.927729
1858,134965.186459
1859,122499.63432
1860,143698.066791
1861,121698.687787
1862,294225.83319
1863,285976.620681
1864,286070.94139
1865,341128.090474
1866,339162.797505
1867,218236.062321
1868,287105.978108
1869,205116.367306
1870,217415.711442
1871,260232.035348
1872,182089.417929
1873,225096.302427
1874,154195.271854
1875,202878.197205
1876,196466.456623
1877,212431.703794
1878,211245.919989
1879,122438.294025
1880,134218.818598
1881,235741.851714
1882,237084.45794
1883,191798.820489
1884,206155.146838
1885,245908.307053
1886,296207.922044
1887,216332.340256
1888,256965.331886
1889,181137.852347
1890,119604.132736
1891,133489.964745
1892,89444.4769155
1893,128378.848316
1894,114234.88934
1895,133473.417418
1896,120186.831454
1897,112103.598581
1898,119871.666699
1899,170242.18299
1900,153425.114408
1901,182242.488414
1902,152067.34295
1903,211282.303648
1904,155526.3484
1905,205613.791205
1906,145813.444787
1907,215731.764738
1908,108809.365341
1909,132510.548196
1910,119731.393555
1911,227714.020066
1912,397155.410985
1913,145918.21348
1914,54445.382652
1915,300598.281555
1916,68479.3509494
1917,240053.982919
1918,136263.254785
1919,196277.566959
1920,167410.363233
1921,363818.491467
1922,317723.761743
1923,223173.520005
1924,226731.43107
1925,198640.436489
1926,367478.262196
1927,132892.941748
1928,160935.917613
1929,123549.711752
1930,133725.246229
1931,147225.681586
1932,149476.449659
1933,177622.050253
1934,176895.713645
1935,173083.912902
1936,194066.164099
1937,188760.350727
1938,191408.116317
1939,245305.190039
1940,181514.062387
1941,174391.106698
1942,193941.5467
1943,206322.023478
1944,344961.468881
1945,366450.087105
1946,144965.938235
1947,313330.647144
1948,169750.391771
1949,266226.074034
1950,195234.006907
1951,248616.235505
1952,207747.979306
1953,171869.42168
1954,192630.855347
1955,138812.000029
1956,305076.462734
1957,160646.562836
1958,284002.950131
1959,142740.75717
1960,114545.683426
1961,117189.60871
1962,99571.9588918
1963,105619.13158
1964,107481.872734
1965,140197.076926
1966,139442.391243
1967,286899.38539
1968,429064.066816
1969,398947.181797
1970,398515.373209
1971,476013.018855
1972,372621.964246
1973,270056.796815
1974,354765.708969
1975,472728.134591
1976,266396.019558
1977,336018.965383
1978,339511.781611
1979,319658.869789
1980,212633.411088
1981,337813.75794
1982,225749.852585
1983,211170.936888
1984,186635.082381
1985,230943.860779
1986,204250.915079
1987,185910.247262
1988,182661.453578
1989,202419.444014
1990,215510.668596
1991,235948.708741
1992,212254.743306
1993,181425.425705
1994,243655.765283
1995,180105.883901
1996,264974.739569
1997,330949.040543
1998,306224.438182
1999,301266.954035
2000,311773.334967
2001,281345.218156
2002,259970.705862
2003,228091.588438
2004,251917.114329
2005,235636.215868
2006,204884.24918
2007,233442.949687
2008,198510.076839
2009,203301.087826
2010,200859.39946
2011,153794.123962
2012,173644.275356
2013,183742.464155
2014,194102.107585
2015,202764.542838
2016,200348.278424
2017,203369.953469
2018,120443.282842
2019,133045.587222
2020,113062.879052
2021,96459.141821
2022,181033.825775
2023,150707.614868
2024,304073.440388
2025,355491.235567
2026,174053.522033
2027,161411.128231
2028,152009.153329
2029,163361.782347
2030,248540.092976
2031,223941.974899
2032,250740.431368
2033,240529.036473
2034,176611.414949
2035,205828.70725
2036,193447.885756
2037,195589.850768
2038,301092.689927
2039,236166.267335
2040,267545.941696
2041,294848.649419
2042,197212.489286
2043,177010.801849
2044,185160.695863
2045,200948.142815
2046,144086.487808
2047,147316.388146
2048,141499.911153
2049,143459.938151
2050,174740.528528
2051,105394.909635
2052,124420.005561
2053,147697.540582
2054,97341.0636912
2055,158561.201293
2056,156484.486627
2057,114744.142671
2058,212172.204079
2059,130750.231389
2060,178941.93679
2061,176047.44932
2062,123603.975051
2063,116424.607178
2064,131809.623168
2065,123716.746979
2066,168559.0958
2067,98580.8171506
2068,142672.385298
2069,90830.5793536
2070,119179.399853
2071,98623.3580435
2072,134799.947622
2073,141881.139966
2074,174755.81869
2075,152498.098679
2076,112453.546755
2077,154008.071571
2078,124043.95448
2079,144361.956692
2080,123061.755975
2081,123372.918885
2082,125096.896459
2083,147688.704786
2084,106063.523535
2085,115449.190077
2086,136924.727533
2087,128778.390531
2088,100368.03585
2089,74858.7256119
2090,127369.403053
2091,100436.47985
2092,132701.059429
2093,135393.241894
2094,110988.266561
2095,134121.895052
2096,90964.3312356
2097,99888.3197223
2098,137781.019821
2099,51016.2534555
2100,59934.8755282
2101,106047.359801
2102,128942.169359
2103,99131.8429069
2104,135914.277031
2105,124132.618334
2106,58475.1295333
2107,173361.881337
2108,113890.844996
2109,109626.437496
2110,136611.425138
2111,137253.498029
2112,135011.655376
2113,116240.925595
2114,116469.628882
2115,149667.921564
2116,109639.829877
2117,138635.047107
2118,112227.964672
2119,106607.670797
2120,118463.992045
2121,93822.8218623
2122,109893.078763
2123,87458.0111101
2124,153889.686003
2125,132109.819355
2126,139468.263992
2127,155064.102637
2128,125162.293127
2129,101299.460269
2130,126932.922999
2131,156282.257715
2132,115426.547375
2133,122802.587783
2134,126246.297884
2135,104472.97813
2136,74631.2486166
2137,117256.596182
2138,141405.574788
2139,154554.160597
2140,134363.890785
2141,166184.062002
2142,121106.516557
2143,144987.53861
2144,131998.728189
2145,141500.579984
2146,185209.043719
2147,146969.979396
2148,153662.201574
2149,148412.017994
2150,226843.526574
2151,115158.002546
2152,165842.426988
2153,154492.390136
2154,106346.418807
2155,143305.317908
2156,261756.848682
2157,226161.960401
2158,236778.94053
2159,215679.043759
2160,185632.966983
2161,227872.362219
2162,355758.216561
2163,339628.434902
2164,248191.557839
2165,201385.336337
2166,159280.222166
2167,211409.898164
2168,200360.601385
2169,198454.005482
2170,218223.434462
2171,156675.165893
2172,132603.164086
2173,194754.044776
2174,217716.553491
2175,254406.921463
2176,307566.856844
2177,233635.225918
2178,208944.599201
2179,135439.181758
2180,196542.276296
2181,196829.938785
2182,224069.08797
2183,193831.353904
2184,114316.160527
2185,130559.343631
2186,143848.55703
2187,146871.634905
2188,147545.907642
2189,275007.341778
2190,78426.3412675
2191,78836.2002594
2192,86759.5376887
2193,120487.030054
2194,99323.2463938
2195,95896.5918243
2196,106741.318731
2197,113972.376227
2198,152437.295652
2199,167983.550924
2200,155962.012883
2201,149832.674896
2202,214047.537692
2203,135293.920775
2204,182908.223992
2205,129328.129374
2206,147330.128903
2207,216500.551392
2208,275491.512982
2209,237464.721627
2210,116770.388672
2211,118549.528305
2212,115161.539989
2213,104251.49974
2214,146275.33938
2215,102031.143738
2216,138123.133464
2217,61515.4542169
2218,69496.0409439
2219,67915.08312
2220,60659.1284368
2221,302320.021777
2222,300698.599655
2223,298848.148473
2224,206667.022883
2225,117523.46551
2226,184920.781347
2227,196421.052431
2228,272947.177341
2229,234943.093806
2230,162533.780549
2231,201955.97295
2232,176985.942281
2233,180579.404092
2234,245673.386883
2235,235443.256877
2236,247875.049657
2237,300238.262258
2238,190115.379661
2239,119581.451572
2240,163436.774675
2241,145415.830756
2242,119024.782832
2243,125598.62396
2244,104878.687521
2245,105797.903551
2246,144413.481757
2247,113373.053565
2248,122691.062724
2249,121376.845064
2250,131231.359274
2251,98744.4010257
2252,181133.771643
2253,161987.832498
2254,187049.240725
2255,184192.66547
2256,190152.445623
2257,206295.810655
2258,163665.80799
2259,173614.549368
2260,155684.067332
2261,189893.114646
2262,205988.491532
2263,356054.932208
2264,405249.455362
2265,188991.631578
2266,297062.19674
2267,337184.640689
2268,406479.364556
2269,158192.952114
2270,197769.543626
2271,209867.043607
2272,203305.511752
2273,167943.199246
2274,178417.041266
2275,155557.381489
2276,191237.53735
2277,186746.728043
2278,166884.948468
2279,123501.006511
2280,120990.946574
2281,170340.925771
2282,195729.876116
2283,109678.046609
2284,115747.446984
2285,139863.698867
2286,124156.592654
2287,378027.412601
2288,272667.207535
2289,349830.366824
2290,423836.44695
2291,347107.62222
2292,458891.70113
2293,459529.955984
2294,388208.015673
2295,443837.44287
2296,258961.655682
2297,369675.748791
2298,349613.377632
2299,337638.860664
2300,332640.721513
2301,329124.173971
2302,254710.115113
2303,254365.972483
2304,234828.891261
2305,202324.49762
2306,202172.598266
2307,212594.954877
2308,227181.902848
2309,307597.151299
2310,212511.742688
2311,214096.009908
2312,181419.332409
2313,188805.05098
2314,181293.113317
2315,185096.283671
2316,213999.944351
2317,190475.218801
2318,179644.132291
2319,184246.80431
2320,185447.026906
2321,239426.816428
2322,180558.008567
2323,209405.60472
2324,206433.062981
2325,211967.151389
2326,188025.342449
2327,209453.76815
2328,230602.100709
2329,194363.172378
2330,179011.723858
2331,323528.874981
2332,406639.669768
2333,321854.053036
2334,271769.414963
2335,316494.087469
2336,301961.33487
2337,197705.101495
2338,249510.128769
2339,222125.699837
2340,363527.041068
2341,209742.145572
2342,229389.281456
2343,221653.646686
2344,224819.59385
2345,215383.186525
2346,200092.701442
2347,186473.825686
2348,225280.090906
2349,171984.681927
2350,307040.513503
2351,239459.269456
2352,236391.182685
2353,240798.535118
2354,135176.900451
2355,150226.534271
2356,166504.180681
2357,192543.790489
2358,203471.644123
2359,133663.899594
2360,116813.245506
2361,145389.563613
2362,271112.277265
2363,148231.143616
2364,159154.78913
2365,210987.342637
2366,176185.213264
2367,206446.620829
2368,213330.090018
2369,200437.100872
2370,163033.340588
2371,165841.583612
2372,184487.157559
2373,288225.269264
2374,299423.189334
2375,259746.93652
2376,267320.880105
2377,323324.274331
2378,150263.123688
2379,208623.227781
2380,154459.073179
2381,171107.409007
2382,215096.150796
2383,203756.635906
2384,250510.98649
2385,163839.808075
2386,129001.229079
2387,137173.899434
2388,110760.849486
2389,128266.664101
2390,145247.332117
2391,133903.701383
2392,112135.951297
2393,159542.42562
2394,144287.305015
2395,208510.905709
2396,144688.062468
2397,219443.496875
2398,138880.720393
2399,67695.0091917
2400,69260.3994102
2401,114808.301463
2402,139730.80197
2403,141189.590188
2404,154553.969607
2405,157369.627778
2406,138924.523909
2407,123722.668786
2408,152672.611674
2409,120168.505628
2410,174861.643298
2411,116018.483513
2412,150526.86695
2413,129021.8586
2414,167890.121018
2415,131795.595774
2416,129196.318324
2417,128694.692055
2418,132209.098205
2419,124990.213057
2420,117217.561884
2421,141868.975846
2422,112759.208775
2423,125239.401084
2424,166829.260489
2425,219047.071709
2426,133507.104482
2427,129940.146126
2428,174705.581196
2429,108616.793537
2430,131098.728355
2431,112368.508577
2432,148473.060126
2433,145597.349062
2434,143442.248979
2435,151926.841866
2436,107063.068336
2437,106969.402997
2438,122703.87089
2439,115690.624976
2440,124330.403965
2441,103195.023604
2442,96196.6481223
2443,123076.26986
2444,132176.181563
2445,90998.0047627
2446,132200.62208
2447,180015.006273
2448,122812.033698
2449,109719.10971
2450,155863.626815
2451,124004.17471
2452,187143.871018
2453,90555.7232495
2454,121250.420482
2455,135529.480328
2456,129969.874777
2457,124607.688198
2458,116018.525122
2459,104591.195936
2460,136035.256238
2461,122676.569761
2462,125256.652586
2463,123069.900693
2464,160741.258089
2465,142712.136071
2466,119546.450233
2467,144970.294006
2468,89101.4767124
2469,84219.1731252
2470,186030.098992
2471,195446.556005
2472,159633.993828
2473,111124.166196
2474,71703.5651814
2475,219462.666471
2476,122584.978835
2477,124304.921306
2478,163801.627426
2479,108774.906058
2480,164469.367528
2481,117925.205237
2482,132212.309151
2483,107204.833818
2484,124132.565466
2485,127303.760803
2486,158686.79294
2487,169945.678802
2488,167043.20027
2489,157530.003121
2490,144453.461549
2491,108740.750425
2492,187750.767154
2493,155086.409862
2494,150099.812303
2495,105008.386961
2496,245467.260196
2497,145141.265696
2498,103691.855353
2499,89436.319172
2500,120262.37851
2501,128751.209154
2502,145889.688774
2503,96513.2484158
2504,179019.133187
2505,228214.314712
2506,232080.776616
2507,262582.278369
2508,234031.941342
2509,220020.713154
2510,218270.167217
2511,181685.992817
2512,217245.450014
2513,227133.086938
2514,260597.879981
2515,145332.506008
2516,185222.042996
2517,149235.411565
2518,155285.296367
2519,232324.168555
2520,220997.859908
2521,193200.760484
2522,224805.819109
2523,122801.975193
2524,139580.853983
2525,146213.406615
2526,131019.949692
2527,115182.919698
2528,124739.304522
2529,136339.48002
2530,130248.512208
2531,257172.070833
2532,230888.714833
2533,198003.944939
2534,230250.59555
2535,265977.238549
2536,241819.361895
2537,237338.128339
2538,183438.529442
2539,197475.442266
2540,182448.340541
2541,192098.943532
2542,171140.290118
2543,113634.689406
2544,112608.303918
2545,136621.984794
2546,125050.710249
2547,134251.007522
2548,134348.025809
2549,155576.354055
2550,622084.456562
2551,139417.287061
2552,119314.895434
2553,73187.9456492
2554,93389.151748
2555,112592.453963
2556,92488.8566674
2557,103249.054282
2558,156239.408939
2559,145163.002192
2560,164112.676363
2561,149936.849871
2562,146349.700643
2563,154820.631381
2564,206869.541249
2565,149493.558043
2566,156797.781713
2567,146591.95486
2568,187319.956955
2569,223270.302147
2570,117260.008691
2571,197618.049147
2572,150733.227091
2573,219004.145089
2574,285747.713995
2575,130384.767555
2576,127665.21862
2577,147804.935345
2578,88407.0519359
2579,50558.1043061
2580,82727.6350412
2581,85595.6064253
2582,94497.2586735
2583,272801.379921
2584,190638.076753
2585,197573.452575
2586,234810.44078
2587,201803.758076
2588,147024.953306
2589,153502.949101
2590,201011.542463
2591,242136.082548
2592,211122.206101
2593,265703.215168
2594,182730.32523
2595,212543.566664
2596,277802.894206
2597,195062.924439
2598,287222.6055
2599,345989.932743
2600,145220.747068
2601,145443.474518
2602,83140.6688856
2603,90912.7998004
2604,85940.3631962
2605,77654.2810685
2606,152203.182773
2607,208005.358962
2608,210144.765786
2609,178468.749437
2610,114200.881647
2611,123473.594727
2612,172696.769166
2613,131896.758157
2614,126353.920678
2615,154300.30452
2616,147490.839206
2617,172569.096147
2618,214006.882423
2619,192596.405672
2620,186584.229437
2621,179190.630046
2622,186143.079703
2623,229714.250224
2624,279208.051387
2625,250699.328796
2626,179516.381634
2627,154266.818884
2628,422103.992625
2629,432242.396218
2630,335709.293355
2631,389907.973944
2632,355773.893426
2633,291100.462598
2634,413091.275764
2635,162257.336477
2636,179806.987848
2637,195506.01592
2638,258044.91574
2639,197458.540353
2640,154177.582946
2641,103255.751163
2642,202184.798312
2643,107792.766032
2644,127554.959762
2645,108558.675799
2646,96364.9349638
2647,104884.527338
2648,144237.081466
2649,155906.473282
2650,137198.103937
2651,138821.089685
2652,395086.375741
2653,251047.847153
2654,260412.106065
2655,412203.72181
2656,311679.10128
2657,338524.777957
2658,315370.493366
2659,326626.600295
2660,362457.355598
2661,345633.025019
2662,382891.608261
2663,276433.521588
2664,299681.00017
2665,342130.232674
2666,286142.21198
2667,182650.086224
2668,189674.603059
2669,183864.622027
2670,259534.435989
2671,191030.876565
2672,197242.540594
2673,199483.3114
2674,194494.988058
2675,174562.84643
2676,200134.99956
2677,195689.137804
2678,250626.020886
2679,287651.3384
2680,294159.534957
2681,410718.469985
2682,326003.78635
2683,509738.432619
2684,324985.906449
2685,330339.287097
2686,228908.671975
2687,298200.767564
2688,209946.747643
2689,197348.154147
2690,378457.949844
2691,187132.58538
2692,142148.882558
2693,195549.860683
2694,144056.573343
2695,197246.589985
2696,189647.837597
2697,184012.006109
2698,211654.733923
2699,187082.597569
2700,168327.849355
2701,163594.712889
2702,118446.036788
2703,128153.030372
2704,150566.915781
2705,116665.793684
2706,115510.328437
2707,137093.760417
2708,127966.435681
2709,110388.350569
2710,125979.404392
2711,232659.801961
2712,402383.76387
2713,166865.403048
2714,149951.248039
2715,167832.718164
2716,148851.812936
2717,189741.166854
2718,205913.089127
2719,160332.303351
2720,184868.627769
2721,133706.769314
2722,161429.026836
2723,149702.93747
2724,132289.73292
2725,129475.679598
2726,142392.114772
2727,191843.312795
2728,179569.263351
2729,151220.770676
2730,145238.890577
2731,128910.182814
2732,135340.311085
2733,172167.28687
2734,161189.750652
2735,129110.348719
2736,145622.564704
2737,120448.033675
2738,138113.262723
2739,161339.956141
2740,135872.557386
2741,147807.346868
2742,158729.749469
2743,150400.952569
2744,155206.668778
2745,138454.640963
2746,132555.889405
2747,160418.456807
2748,136771.889922
2749,126521.0238
2750,128471.43578
2751,130996.806866
2752,220681.532599
2753,158837.476975
2754,215023.855495
2755,134785.492705
2756,95853.6230573
2757,76983.1374853
2758,89119.3696522
2759,161202.695899
2760,115957.28186
2761,137942.778783
2762,138927.497689
2763,212616.776105
2764,158365.095546
2765,279040.449574
2766,139543.605715
2767,87938.1882142
2768,129476.955156
2769,133313.779957
2770,146086.621733
2771,110795.680835
2772,114555.217726
2773,158328.954914
2774,138103.754589
2775,117083.115177
2776,143450.062035
2777,138594.659002
2778,112761.226032
2779,124216.363535
2780,101305.906443
2781,96391.9249512
2782,92292.2218339
2783,93754.5082734
2784,119962.183522
2785,136759.983389
2786,65969.0080076
2787,122637.561919
2788,73517.6305706
2789,156139.722325
2790,100313.157065
2791,106298.069986
2792,52417.8293187
2793,162586.839407
2794,88701.1913019
2795,117941.192899
2796,95749.9657979
2797,204094.33625
2798,110624.551845
2799,120979.141562
2800,74115.095607
2801,107747.874309
2802,129050.826904
2803,170879.174982
2804,139946.327522
2805,99353.9402744
2806,84184.7724939
2807,159323.513848
2808,142142.613572
2809,130647.693539
2810,123914.02856
2811,159518.861409
2812,170922.72508
2813,152166.389393
2814,152924.441911
2815,108606.598089
2816,221260.788905
2817,147059.322924
2818,132695.377695
2819,175900.845317
2820,128746.376543
2821,113807.128453
2822,179653.599277
2823,295739.141663
2824,165467.377295
2825,142600.823429
2826,123216.341293
2827,130938.514178
2828,229946.396276
2829,221333.518487
2830,213717.648671
2831,177070.875188
2832,243919.981124
2833,318451.285103
2834,220256.43186
2835,231020.077412
2836,192693.125697
2837,156980.40528
2838,151174.065671
2839,181464.946323
2840,194449.391982
2841,211281.664975
2842,230376.517861
2843,151739.178045
2844,173106.3382
2845,122534.397298
2846,212457.388274
2847,202610.6474
2848,225997.332035
2849,205414.014985
2850,268948.893956
2851,228459.551674
2852,224510.68666
2853,234327.05697
2854,139132.273657
2855,207333.287729
2856,199131.899768
2857,192837.687843
2858,209074.509836
2859,119253.392662
2860,136613.721564
2861,122834.491907
2862,188172.053473
2863,121306.165981
2864,237460.329237
2865,140130.380023
2866,151993.495503
2867,90436.4046793
2868,100767.662784
2869,110636.798515
2870,125347.181112
2871,89244.030457
2872,48727.2754323
2873,103588.367719
2874,138866.556454
2875,124867.201282
2876,167942.981018
2877,138673.336097
2878,164037.422944
2879,133601.196341
2880,109112.250171
2881,152852.209648
2882,176037.122789
2883,193098.906304
2884,207529.174009
2885,188675.303012
2886,231432.863629
2887,110958.73229
2888,136101.475333
2889,68426.0702251
2890,77264.8078825
2891,132274.942357
2892,47253.8043039
2893,72581.5994028
2894,55394.1895704
2895,342939.232265
2896,290390.173137
2897,216602.214597
2898,153143.947116
2899,224168.929923
2900,162321.782458
2901,221228.942995
2902,192436.618623
2903,314048.77658
2904,329063.581703
2905,82426.0860264
2906,191457.365155
2907,110726.759731
2908,130318.301272
2909,154132.913026
2910,75432.1131514
2911,82023.9182044
2912,151204.149281
2913,82577.6970595
2914,79985.3579177
2915,87475.3647553
2916,83780.9872858
2917,158831.73249
2918,123900.674681
2919,220403.374951
