,MSSubClass,LotFrontage,LotArea,OverallQual,OverallCond,YearBuilt,YearRemodAdd,MasVnrArea,BsmtFinSF1,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,TotRmsAbvGrd,Fireplaces,GarageYrBlt,GarageCars,GarageArea,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,ExterQual_TA,FireplaceQu_Gd,FireplaceQu_TA,BldgType_1Fam,KitchenQual_TA,BsmtFinType1_GLQ,BsmtExposure_Gd,HouseStyle_2Story,Foundation_PConc,MasVnrType_None,BsmtQual_Ex,Neighborhood_Crawfor,HouseStyle_1Story,Neighborhood_NoRidge,GarageCond_TA,SaleCondition_Abnorml,KitchenQual_Ex,Neighborhood_NridgHt,PavedDrive_Y,Neighborhood_MeadowV,MSZoning_RM,ExterCond_Fa,RoofStyle_Gable,KitchenQual_Fa,Exterior1st_BrkFace,MSZoning_C (all),Functional_Maj2,BsmtQual_Gd,Neighborhood_Edwards,SalePrice
10,3.04452243772,4.26267987704,9.32375833901,1.79175946923,1.79175946923,7.58375630071,7.58375630071,0.0,6.81014245012,0.0,4.90527477844,6.94793706861,6.94793706861,0.0,0.0,6.94793706861,0.69314718056,0.0,0.69314718056,0.0,1.38629436112,0.69314718056,1.79175946923,0.0,7.58375630071,0.69314718056,5.95324333429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.09861228867,7.60539236481,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.7714438821
11,4.11087386417,4.45434729625,9.38639231576,2.30258509299,1.79175946923,7.60389796852,7.6043963488,5.65948221576,6.90675477865,0.0,5.18178355029,7.06987412846,7.07580886398,7.04141166379,0.0,7.75147531802,0.69314718056,0.0,1.38629436112,0.0,1.60943791243,0.69314718056,2.48490664979,1.09861228867,7.60389796852,1.38629436112,6.60258789219,4.99721227376,3.09104245336,0.0,0.0,0.0,0.0,0.0,2.07944154168,7.6043963488,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.7513025946
12,3.04452243772,4.19617467053,9.47031717334,1.79175946923,1.94591014906,7.58222919428,7.58222919428,0.0,6.6039438246,0.0,5.17048399504,6.81673588059,6.81673588059,0.0,0.0,6.81673588059,0.69314718056,0.0,0.69314718056,0.0,1.09861228867,0.69314718056,1.60943791243,0.0,7.58222919428,0.69314718056,5.86646805693,4.94875989038,0.0,0.0,0.0,5.17614973257,0.0,0.0,2.30258509299,7.60539236481,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.877575523
13,3.04452243772,4.52178857705,9.27359682161,2.07944154168,1.79175946923,7.6043963488,7.60489448081,5.72684774759,0.0,0.0,7.30988148582,7.30988148582,7.30988148582,0.0,0.0,7.30988148582,0.0,0.0,1.09861228867,0.0,1.38629436112,0.69314718056,2.07944154168,0.69314718056,7.6043963488,1.38629436112,6.73459165997,5.08140436498,3.52636052462,0.0,0.0,0.0,0.0,0.0,2.19722457734,7.60489448081,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,12.5407611494
14,3.04452243772,4.19617467053,9.2984428202,1.94591014906,1.79175946923,7.5812098262,7.5812098262,5.36129216571,6.59850902861,0.0,6.25575004175,7.13409372119,7.13409372119,0.0,0.0,7.13409372119,0.69314718056,0.0,0.69314718056,0.69314718056,1.09861228867,0.69314718056,1.79175946923,0.69314718056,7.5812098262,0.69314718056,5.86646805693,0.0,5.36597601502,5.17614973257,0.0,0.0,0.0,0.0,1.79175946923,7.60539236481,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.9640074537
15,3.82864139649,3.95124371858,8.71948076085,2.07944154168,2.19722457734,7.5652752819,7.60190195988,0.0,0.0,0.0,6.72503364217,6.72503364217,6.75110146894,0.0,0.0,6.75110146894,0.0,0.0,0.69314718056,0.0,1.09861228867,0.69314718056,1.79175946923,0.0,7.59689443814,1.09861228867,6.35784226651,3.89182029811,4.72738781871,0.0,0.0,0.0,0.0,0.0,2.07944154168,7.60489448081,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,11.7905647773
16,3.04452243772,4.19617467053,9.32741204356,1.94591014906,2.07944154168,7.58629630715,7.58629630715,5.19849703127,6.36130247757,0.0,6.05678401323,6.91274282049,6.91274282049,0.0,0.0,6.91274282049,0.69314718056,0.0,0.69314718056,0.0,1.09861228867,0.69314718056,1.79175946923,0.69314718056,7.58629630715,1.09861228867,6.17586727011,0.0,0.0,0.0,0.0,0.0,0.0,6.55250788703,1.38629436112,7.60638738977,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,11.9117082963
17,4.51085950652,4.29045944115,9.28656039789,1.60943791243,1.79175946923,7.58477307761,7.58477307761,0.0,0.0,0.0,0.0,0.0,7.16780918432,0.0,0.0,7.16780918432,0.0,0.0,1.09861228867,0.0,1.09861228867,1.09861228867,1.94591014906,0.0,7.58477307761,1.09861228867,6.24804287451,0.0,0.0,0.0,0.0,0.0,0.0,6.21660610108,2.3978952728,7.6043963488,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,11.4075760604
18,3.04452243772,4.20469261939,9.52485909838,1.79175946923,1.79175946923,7.60339933974,7.60339933974,0.0,6.4723462945,0.0,6.15060276845,7.01660968389,7.01660968389,0.0,0.0,7.01660968389,0.69314718056,0.0,0.69314718056,0.69314718056,1.38629436112,0.69314718056,1.94591014906,0.0,7.60339933974,1.09861228867,6.35784226651,0.0,4.63472898823,0.0,0.0,0.0,0.0,0.0,1.94591014906,7.60539236481,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,11.9766657705
19,3.04452243772,4.26267987704,8.93075873556,1.79175946923,1.94591014906,7.58018941794,7.58375630071,0.0,6.22455842928,0.0,6.26530121274,6.93731408122,7.20042489294,0.0,0.0,7.20042489294,0.0,0.0,0.69314718056,0.0,1.38629436112,0.69314718056,1.94591014906,0.0,7.58018941794,0.69314718056,5.68697535634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.79175946923,7.60589000105,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,11.8422364063
20,4.11087386417,4.62497281328,9.56212336983,2.19722457734,1.79175946923,7.60389796852,7.6043963488,5.94279937513,0.0,0.0,7.05531284334,7.05531284334,7.05531284334,7.10578612948,0.0,7.77359446736,0.0,0.0,1.38629436112,0.69314718056,1.60943791243,0.69314718056,2.30258509299,0.69314718056,7.60389796852,1.38629436112,6.74993119379,5.48479693349,5.04342511692,0.0,0.0,0.0,0.0,0.0,2.48490664979,7.6043963488,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,12.6925061865
21,3.82864139649,4.06044301055,8.91596931137,2.07944154168,2.07944154168,7.56579328243,7.57609734062,0.0,0.0,0.0,6.45833828334,6.45833828334,7.01121398735,0.0,0.0,7.01121398735,0.0,0.0,0.69314718056,0.0,1.38629436112,0.69314718056,1.94591014906,0.69314718056,7.56579328243,0.69314718056,5.63835466933,0.0,0.0,5.32787616879,0.0,0.0,0.0,0.0,1.94591014906,7.60489448081,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,11.8451099509
22,3.04452243772,4.33073334029,9.18430435743,2.19722457734,1.79175946923,7.60240133567,7.60240133567,5.64190707094,0.0,0.0,7.48324441607,7.48324441607,7.49331724886,0.0,0.0,7.49331724886,0.0,0.0,1.09861228867,0.0,1.38629436112,0.69314718056,2.07944154168,0.69314718056,7.60240133567,1.09861228867,6.2822667469,5.14749447681,5.07517381523,0.0,0.0,0.0,0.0,0.0,2.30258509299,7.60539236481,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,12.3458389357
23,4.7957905456,3.80666248977,8.34877453979,1.79175946923,2.07944154168,7.58933582317,7.58933582317,0.0,6.73459165997,0.0,5.30330490806,6.94793706861,6.96696713861,0.0,0.0,6.96696713861,0.69314718056,0.0,0.69314718056,0.0,1.38629436112,0.69314718056,1.94591014906,0.69314718056,7.58933582317,1.09861228867,6.35088571671,4.61512051684,4.70953020131,0.0,0.0,0.0,0.0,0.0,1.94591014906,7.60489448081,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,11.7745279009
24,3.04452243772,4.19617467053,9.01760477683,1.79175946923,2.19722457734,7.58528107864,7.60190195988,0.0,5.24174701506,6.50578406013,5.32300997914,6.96696713861,6.96696713861,0.0,0.0,6.96696713861,0.69314718056,0.0,0.69314718056,0.0,1.38629436112,0.69314718056,1.94591014906,0.69314718056,7.58528107864,0.69314718056,5.60211882088,6.00881318544,4.51085950652,0.0,0.0,0.0,0.0,0.0,1.79175946923,7.60638738977,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,11.9447143749
25,3.04452243772,4.70953020131,9.56317796268,2.19722457734,1.79175946923,7.60489448081,7.60489448081,6.46302945692,0.0,0.0,7.35691824236,7.35691824236,7.378383713,0.0,0.0,7.378383713,0.0,0.0,1.09861228867,0.0,1.38629436112,0.69314718056,2.07944154168,0.69314718056,7.60489448081,1.38629436112,6.79234442747,0.0,4.04305126783,0.0,0.0,0.0,0.0,0.0,2.07944154168,7.60589000105,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,12.454107814
26,3.04452243772,4.11087386417,8.88197518425,1.79175946923,2.07944154168,7.57660976697,7.60140233458,0.0,5.45958551414,6.18826412308,5.19849703127,6.80350525761,6.80350525761,0.0,0.0,6.80350525761,0.0,0.69314718056,0.69314718056,0.0,1.38629436112,0.69314718056,1.79175946923,0.0,7.60389796852,1.09861228867,6.35784226651,5.40717177146,3.49650756147,0.0,0.0,0.0,0.0,0.0,1.79175946923,7.60638738977,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,11.8115548958
27,3.04452243772,4.59511985013,9.34827455807,2.19722457734,1.79175946923,7.60489448081,7.60539236481,5.30330490806,7.10578612948,0.0,6.18826412308,7.44132038972,7.44132038972,0.0,0.0,7.44132038972,0.69314718056,0.0,1.09861228867,0.0,1.38629436112,0.69314718056,2.07944154168,0.69314718056,7.60539236481,1.38629436112,6.65027904859,0.0,3.93182563272,0.0,0.0,0.0,0.0,0.0,1.79175946923,7.60638738977,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,12.6313436489
28,3.04452243772,3.87120101091,9.70026917003,1.79175946923,1.94591014906,7.57967882309,7.59990195921,0.0,7.15305163494,0.0,5.3375380797,7.30317005124,7.378383713,0.0,0.0,7.378383713,0.69314718056,0.0,0.69314718056,0.0,1.09861228867,0.69314718056,1.94591014906,1.09861228867,7.57967882309,0.69314718056,5.76832099579,5.66642668811,5.5568280617,0.0,0.0,0.0,0.0,0.0,2.56494935746,7.6043963488,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,12.2428914379
29,3.43398720449,4.11087386417,8.7522653136,1.60943791243,1.94591014906,7.56423847517,7.57609734062,0.0,0.0,0.0,6.25575004175,6.25575004175,6.25575004175,0.0,0.0,6.25575004175,0.0,0.0,0.69314718056,0.0,0.69314718056,0.69314718056,1.60943791243,0.0,7.56060116277,0.69314718056,5.48479693349,3.91202300543,0.0,4.47733681448,0.0,0.0,0.0,0.0,1.79175946923,7.60539236481,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,11.1346036227
30,4.26267987704,3.93182563272,9.04793908262,1.60943791243,1.60943791243,7.56060116277,7.57609734062,0.0,0.0,0.0,6.47697236289,6.47697236289,6.47697236289,6.50578406013,0.0,7.18387071506,0.0,0.0,0.69314718056,0.0,1.38629436112,0.69314718056,1.94591014906,0.0,7.56060116277,0.69314718056,5.52545293913,0.0,4.00733318523,5.1532915945,0.0,0.0,0.0,0.0,2.07944154168,7.60539236481,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,10.5966597328
31,3.04452243772,4.19617467053,9.05310159555,1.79175946923,1.94591014906,7.58426481839,7.6043963488,0.0,0.0,0.0,7.11395610957,7.11395610957,7.11395610957,0.0,0.0,7.11395610957,0.0,0.0,0.69314718056,0.69314718056,1.38629436112,0.69314718056,1.94591014906,0.0,7.58426481839,0.69314718056,5.6058020663,0.0,4.18965474203,0.0,0.0,0.0,0.0,0.0,1.94591014906,7.60539236481,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,11.9140545193
32,3.04452243772,4.45434729625,9.31018570695,2.19722457734,1.79175946923,7.60489448081,7.60489448081,0.0,0.0,0.0,7.11882624906,7.11882624906,7.11882624906,0.0,0.0,7.11882624906,0.0,0.0,1.09861228867,0.0,1.38629436112,0.69314718056,2.07944154168,0.0,7.60489448081,1.09861228867,6.18414889094,0.0,3.43398720449,0.0,0.0,0.0,0.0,0.0,0.69314718056,7.60539236481,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,12.1001619786
33,3.04452243772,4.26267987704,9.26416545867,1.79175946923,1.79175946923,7.58069975222,7.58069975222,0.0,6.92657703322,0.0,5.94279937513,7.24351297467,7.4389715924,0.0,0.0,7.4389715924,0.0,0.69314718056,0.69314718056,0.69314718056,1.60943791243,0.69314718056,1.94591014906,0.69314718056,7.58069975222,1.09861228867,6.10479323241,0.0,3.66356164613,0.0,0.0,0.0,0.0,0.0,1.60943791243,7.60638738977,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,12.0167325161
34,4.7957905456,4.11087386417,8.89754559871,2.30258509299,1.79175946923,7.60389796852,7.60389796852,5.50938833663,7.05098944707,0.0,6.01371515604,7.3537223304,7.3537223304,0.0,0.0,7.3537223304,0.69314718056,0.0,1.09861228867,0.0,1.09861228867,0.69314718056,1.94591014906,0.69314718056,7.60389796852,1.09861228867,6.32256523993,5.31811999384,3.87120101091,0.0,0.0,0.0,0.0,0.0,2.19722457734,7.60489448081,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5335798158
35,4.11087386417,4.69134788223,9.5044268921,2.19722457734,1.79175946923,7.60339933974,7.60389796852,4.89034912822,0.0,0.0,7.01929665372,7.01929665372,7.03262426103,7.18614430452,0.0,7.80506704426,0.0,0.0,1.38629436112,0.69314718056,1.60943791243,0.69314718056,2.30258509299,0.69314718056,7.60339933974,1.38629436112,6.53958595562,4.73619844839,3.49650756147,0.0,0.0,0.0,0.0,0.0,2.30258509299,7.6043963488,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,12.6410997921
36,3.04452243772,4.72738781871,9.29284159349,1.79175946923,1.79175946923,7.59839932932,7.59890045687,0.0,0.0,0.0,7.00124562207,7.00124562207,7.00124562207,0.0,0.0,7.00124562207,0.0,0.0,0.69314718056,0.69314718056,1.38629436112,0.69314718056,1.94591014906,0.0,7.59890045687,1.09861228867,6.51174532964,5.97380961187,4.1743872699,0.0,0.0,0.0,0.0,0.0,1.94591014906,7.60589000105,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,11.8844959179
